Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
2002-01-01,1455612341104.81,3500.0,72.99,3988.39,5.0,3.0,6.0,1280400000.0,18.0,1136.8418784011326,0.8152307692307692,1.0,0.3671921975976413,0.6689464229025848
2002-02-01,1471816493302.6274,3534.1666666666665,73.02166666666666,4020.7441666666664,5.0,3.0,6.0,1281066666.6666667,18.0,1148.8305912327196,0.8157179487179487,1.0,0.3686921519322467,0.669977872297854
2002-03-01,1488020645500.445,3568.3333333333335,73.05333333333333,4053.0983333333334,5.0,3.0,6.0,1281733333.3333333,18.0,1160.8193040643066,0.8162051282051281,1.0,0.3701921062668521,0.6710093216931232
2002-04-01,1504224797698.2627,3602.5,73.085,4085.4525,5.0,3.0,6.0,1282400000.0,18.0,1172.8080168958936,0.8166923076923077,1.0,0.3716920606014575,0.6720407710883924
2002-05-01,1520428949896.08,3636.6666666666665,73.11666666666666,4117.806666666666,5.0,3.0,6.0,1283066666.6666667,18.0,1184.7967297274809,0.8171794871794872,1.0,0.3731920149360629,0.6730722204836618
2002-06-01,1536633102093.8975,3670.8333333333335,73.14833333333333,4150.160833333333,5.0,3.0,6.0,1283733333.3333333,18.0,1196.7854425590679,0.8176666666666667,1.0,0.3746919692706683,0.674103669878931
2002-07-01,1552837254291.715,3705.0,73.18,4182.515,5.0,3.0,6.0,1284400000.0,18.0,1208.7741553906549,0.8181538461538462,1.0,0.37619192360527365,0.6751351192742002
2002-08-01,1569041406489.5327,3739.1666666666665,73.21166666666667,4214.869166666666,5.0,3.0,6.0,1285066666.6666667,18.0,1220.7628682222419,0.8186410256410257,1.0,0.3776918779398791,0.6761665686694694
2002-09-01,1585245558687.35,3773.3333333333335,73.24333333333334,4247.223333333333,5.0,3.0,6.0,1285733333.3333333,18.0,1232.7515810538289,0.8191282051282052,1.0,0.37919183227448444,0.6771980180647387
2002-10-01,1601449710885.1675,3807.5,73.275,4279.5775,5.0,3.0,6.0,1286400000.0,18.0,1244.7402938854161,0.8196153846153846,1.0,0.38069178660908987,0.678229467460008
